name,kind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L1_L1.csv,Train acc,47.579425113464445,63.086232980332824,63.086232980332824,63.086232980332824,63.086232980332824,70.95310136157337,79.72768532526476,81.80786686838124,81.80786686838124,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.92133131618759,81.92133131618759,81.92133131618759,81.88350983358548,81.88350983358548,81.88350983358548,81.92133131618759,81.77004538577913,82.48865355521936,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.45083207261725,82.45083207261725,82.45083207261725,82.41301059001512,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L1_L1.csv,Test acc,52.04236006051437,52.04236006051437,52.04236006051437,52.04236006051437,52.04236006051437,69.44024205748866,82.29954614220878,82.1482602118003,82.1482602118003,82.1482602118003,82.1482602118003,82.29954614220878,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,81.54311649016641,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.69440242057489,81.84568835098335,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L1_No.csv,Train acc,50.45385779122542,63.086232980332824,63.086232980332824,63.086232980332824,66.83055975794251,81.61875945537065,81.732223903177,81.88350983358548,81.92133131618759,81.92133131618759,81.92133131618759,81.92133131618759,81.92133131618759,81.92133131618759,81.95915279878972,81.77004538577913,82.03479576399396,82.45083207261725,82.45083207261725,82.45083207261725,82.41301059001512,82.41301059001512,82.41301059001512,82.41301059001512,82.48865355521936,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725,82.45083207261725
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L1_No.csv,Test acc,52.04236006051437,52.04236006051437,52.04236006051437,52.04236006051437,69.44024205748866,82.29954614220878,82.29954614220878,82.29954614220878,82.29954614220878,82.29954614220878,82.29954614220878,82.29954614220878,82.45083207261725,82.45083207261725,82.75340393343419,82.75340393343419,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L2_L1.csv,Train acc,45.46142208774584,63.086232980332824,71.63388804841149,81.69440242057489,81.80786686838124,81.99697428139183,81.80786686838124,80.97579425113464,81.95915279878972,82.26172465960666,82.29954614220878,81.99697428139183,81.84568835098335,82.26172465960666,81.99697428139183,82.29954614220878,82.37518910741302,82.37518910741302,82.45083207261725,82.3373676248109,82.1482602118003,82.1482602118003,82.48865355521936,82.29954614220878,81.77004538577913,82.1482602118003,82.1104387291982,82.37518910741302,82.03479576399396,82.18608169440242,82.48865355521936,81.95915279878972,81.95915279878972,82.29954614220878,82.52647503782148,82.1104387291982,82.1104387291982,82.18608169440242,82.37518910741302,81.69440242057489,81.99697428139183,82.22390317700454,82.22390317700454,82.1482602118003,81.732223903177,82.3373676248109,82.37518910741302,82.03479576399396,82.29954614220878,82.22390317700454
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L2_L1.csv,Test acc,52.04236006051437,52.04236006051437,82.29954614220878,82.29954614220878,82.29954614220878,82.29954614220878,82.45083207261725,81.39183055975793,81.54311649016641,81.84568835098335,81.84568835098335,81.99697428139183,81.69440242057489,81.69440242057489,81.99697428139183,81.99697428139183,81.99697428139183,81.84568835098335,81.84568835098335,81.54311649016641,81.84568835098335,82.45083207261725,81.99697428139183,81.99697428139183,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.84568835098335,81.54311649016641,81.54311649016641,81.84568835098335,81.69440242057489,81.99697428139183,81.99697428139183,82.45083207261725,81.84568835098335,81.69440242057489,81.54311649016641,81.84568835098335,81.84568835098335,81.99697428139183,81.99697428139183,81.69440242057489,81.99697428139183,82.1482602118003,81.69440242057489,81.84568835098335
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L2_No.csv,Train acc,50.832072617246595,63.086232980332824,70.31013615733737,81.58093797276852,81.39183055975793,81.58093797276852,82.18608169440242,82.03479576399396,81.95915279878972,82.1482602118003,82.26172465960666,82.1104387291982,82.29954614220878,82.1482602118003,82.29954614220878,82.1104387291982,81.99697428139183,82.37518910741302,82.5642965204236,82.07261724659607,82.41301059001512,81.92133131618759,82.07261724659607,81.69440242057489,82.18608169440242,81.69440242057489,81.95915279878972,82.67776096822995,82.26172465960666,82.03479576399396,82.3373676248109,81.65658093797276,82.29954614220878,81.65658093797276,82.29954614220878,82.26172465960666,82.3373676248109,82.3373676248109,82.1482602118003,82.03479576399396,81.99697428139183,82.5642965204236,82.07261724659607,82.07261724659607,81.77004538577913,82.48865355521936,82.1104387291982,81.95915279878972,81.84568835098335,81.80786686838124
Add-10_yolov4-weights_thresh-0p25_result.json.npz_L2_No.csv,Test acc,52.04236006051437,52.04236006051437,82.29954614220878,82.29954614220878,82.29954614220878,81.24054462934947,82.45083207261725,81.39183055975793,81.39183055975793,82.45083207261725,81.69440242057489,81.39183055975793,81.39183055975793,81.69440242057489,82.75340393343419,81.99697428139183,81.69440242057489,82.45083207261725,81.69440242057489,81.69440242057489,81.69440242057489,82.45083207261725,81.69440242057489,81.54311649016641,82.45083207261725,81.69440242057489,81.69440242057489,81.69440242057489,81.69440242057489,81.54311649016641,82.75340393343419,81.69440242057489,81.69440242057489,81.54311649016641,81.99697428139183,82.75340393343419,81.69440242057489,81.69440242057489,82.75340393343419,82.75340393343419,81.69440242057489,82.75340393343419,81.69440242057489,82.75340393343419,81.69440242057489,81.54311649016641,81.69440242057489,81.69440242057489,82.75340393343419,82.75340393343419
LinearContrast-1p1_Add-3_yolov4-weights_thresh-0p25_result.json.npz_L1_L1.csv,Train acc,61.64901664145235,62.61346444780636,73.48714069591527,82.2428139183056,82.29954614220878,82.31845688350984,82.37518910741302,82.37518910741302,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.39409984871406,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.43192133131618,82.39409984871406,82.43192133131618,82.45083207261725,82.41301059001512,82.48865355521936,82.45083207261725,82.48865355521936,82.48865355521936,82.48865355521936,82.45083207261725,82.48865355521936
LinearContrast-1p1_Add-3_yolov4-weights_thresh-0p25_result.json.npz_L1_L1.csv,Test acc,51.8910741301059,51.8910741301059,83.05597579425114,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.58547655068078,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.8124054462935,83.43419062027232,83.43419062027232,83.43419062027232,83.43419062027232,83.43419062027232,83.43419062027232,83.43419062027232,83.43419062027232
